Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap
tax_foodstaples_grains,food staples grains,,,,,,,,,,,
tax_foodstaples_legumes,food staples legumes,,,,,,,,,,,
tax_foodstaples_maize,food staples maize,,,,,,,,,,,
tax_foodstaples_meat,food staples meat,,,,,,,,,,,
tax_foodstaples_milk,food staples milk,,,,,,,,,,,
tax_foodstaples_millet,food staples millet,,,,,,,,,,,
tax_foodstaples_olive_oil,oil,,,,,,,,,,,
tax_foodstaples_potatoes,food staples potatoes,,,,,,,,,,,
tax_foodstaples_rice,food staples rice,,,,,,,,,,,
tax_foodstaples_sorghum,food staples sorghum,,,,,,,,,,,
tax_foodstaples_soybean,food staples soybean,,,,,,,,,,,
tax_foodstaples_soybeans,food staples soybeans,,,,,,,,,,,
tax_foodstaples_sweet_potato,potato,,,,,,,,,,,
tax_foodstaples_sweet_potatoes,potatoes,,,,,,,,,,,
tax_foodstaples_wheat,food staples wheat,,,,,,,,,,,
tax_military_title,military title,,,,,,,,,,,
tax_military_title_admiral,admiral,,,,,,,,,,,
tax_military_title_captain,captain,,,,,,,,,,,
tax_military_title_chief_constable,chief constable,,,,,,,,,,,
tax_military_title_chief_inspector,chief inspector,,,,,,1,,,,,
tax_military_title_chief_of_staff,chief staff,,,,,,,,,,,
tax_military_title_colonel,colonel,,,,,,,,,,,
tax_military_title_commandant,commandant,,,,,,,,,,,
tax_military_title_commander,commander,,,,,,,,,,,
tax_military_title_communications_officer,communications officer,,,,,,,,,,,
tax_military_title_lieutenant,lieutenant,,,,,,,,,,,
tax_military_title_lieutenant_colonel,lieutenant colonel,,,,,,,,,,,
tax_military_title_lieutenant_general,lieutenant general,,,,,,,,,,,
tax_military_title_major_general,major general,,,,,,,,,,,
tax_military_title_military_police,military police,,,,,,,,,,,
tax_military_title_officer,officer,,,,,,,,,,,
tax_military_title_officers,officers,,,,,,,,,,,
tax_military_title_petty_officer,petty officer,,,,,,,,,,,
tax_military_title_sergeant,sergeant,,,,,,,,,,,
tax_military_title_sergeants,sergeants,,,,,,,,,,,
tax_military_title_soldier,soldier,,,,,,,,,,,
tax_military_title_soldiers,soldiers,,,,,,,,,,,
tax_military_title_superintendent,superintendent,,,,,,,,,,,
tax_military_title_superintendents,superintendents,,,,,,,,,,,
tax_plantdisease,plant disease,,,,,,,,,,,
tax_political_party,political party,,,,,,,,,,,
tax_political_party_african_national_congress,congress,,,,,,,,,,,
tax_political_party_bharatiya_janata_party,bharatiya janata,,,,,,,,,,,
tax_political_party_centre_party,centre,,,,,,,,,,,
tax_political_party_coalition_party,coalition,,,,,,,,,,,
tax_political_party_communist_party,communist,,,,,,,,,,,
tax_political_party_communist_party_of_china,communist china,,,,,,,,,,,
tax_political_party_communists,communists,,,,,,,,,,,
tax_political_party_conservative_party,conservative,,,,,,,,,,,
tax_political_party_democrat,democrat,,,,,,,,,,,
tax_political_party_democrat_party,democrat,,,,,,,,,,,
tax_political_party_democratic_party,democratic,,,,,,,,,,,
tax_political_party_democrats,democrats,,,,,,,,,,,
tax_political_party_fatah,fatah,,,,,,,,,,,
tax_political_party_green_party,green,,,,,,,,,,,
tax_political_party_hamas,hama s,,,,,,,,,,,
tax_political_party_hezbollah,hezbollah,,,,,,,,,,,
tax_political_party_independence_party,independence,,,,,,,,,,,
tax_political_party_institutional_revolutionary_party,institutional revolutionary,,,,,,,,,,,
tax_political_party_janata_dal,janata dal,,,,,,,,,,,
tax_political_party_justice_party,justice,,,,,,,,,,,
tax_political_party_labor_party,labor,,,,,,,,,,,
tax_political_party_labour_mp,labour mp,,,,,,,,,,,
tax_political_party_labour_party,labour,,,,,,,,,,,
tax_political_party_left_party,left,,,,,,,,,,,
tax_political_party_liberal_democrats,liberal democrats,,,,,,,,,,,
tax_political_party_liberal_party,liberal,,,,,,,,,,,
tax_political_party_libertarian,libertarian,,,,,,,,,,,
tax_political_party_likud,likud,,,,,,,,,,,
tax_political_party_muslim_brotherhood,muslim brotherhood,,,,,,,,,,,
tax_political_party_nationalist_movement_party,nationalist movement,,,,,,,,,,,
tax_political_party_nationalist_party,nationalist,,,,,,,,,,,
tax_political_party_people_democratic_party,people democratic,,,,,,,,,,,
tax_political_party_people_party,people,,,,,,,,,,,
tax_political_party_progressive_party,progressive,,,,,,,,,,,
tax_political_party_republican,republican,,,,,,,,,,,
tax_political_party_republican_party,republican,,,,,,,,,,,
tax_political_party_republicans,republicans,,,,,,,,,,,
tax_political_party_samajwadi_party,samaj wadi,,,,,,,,,,,
tax_political_party_sinn_fein,s inn fein,,,,,,,,,,,
tax_political_party_social_democratic_party,social democratic,,,,,,,,,,,
tax_political_party_social_democrats,social democrats,,,,,,,,,,,
tax_political_party_socialist_party,socialist,,,,,,,,,,,
tax_political_party_sweden_democrats,sweden democrats,,,,,,,,,,,
tax_political_party_tea_party,tea,,,,,,,,,,,
tax_political_party_worker_party,worker,,,,,,,,,,,
tax_political_party_workers_party,workers,,,,,,,,,,,
tax_religion,religion,,,,,,,,,,,
tax_religion_atheist,atheist,,,,,,,,,,,
tax_religion_baptist,baptist,,,,,,,,,,,
tax_religion_buddhism,buddhism,,,,,,,,,,,
tax_religion_buddhist,buddhist,,,,,,,,,,,
tax_religion_buddhists,buddhists,,,,,,,,,,,
tax_religion_catholic,catholic,,,,,,,,,,,
tax_religion_catholicism,catholicism,,,,,,,,,,,
tax_religion_catholics,catholics,,,,,,,,,,,
tax_religion_christian,christian,,,,,,,,,,,
tax_religion_christianity,christianity,,,,,,,,,,,
tax_religion_christians,christians,,,,,,,,,,,
tax_religion_church,church,,,,,,,,,,,
tax_religion_church_of_jesus_christ,christ,,,,,,,,,,,
tax_religion_churches,churches,,,,,,,,,,,
tax_religion_congregational,congregational,,,,,,,,,,,
tax_religion_coptic,coptic,,,,,,,,,,,
tax_religion_hindu,hindu,,,,,,,,,,,
tax_religion_hindus,hindus,,,,,,,,,,,
tax_religion_islam,islam,,,,,,,,,,,
tax_religion_islamic,islamic,,,,,,,,,,,
tax_religion_ismaili,ismaili,,,,,,,,,,,
tax_religion_jain,jain,,,,,,,,,,,
tax_religion_jew,jew,,,,,,,,,,,
tax_religion_jewish,jewish,,,,,,,,,,,
tax_religion_jews,jews,,,,,,,,,,,
tax_religion_judaism,judaism,,,,,,,,,,,
tax_religion_lutheran,lutheran,,,,,,,,,,,
tax_religion_lutheran_church,lutheran church,,,,,,,,,,,
tax_religion_methodist,methodist,,,,,,,,,,,
tax_religion_mormon,mormon,,,,,,,,,,,
tax_religion_mosque,mosque,,,,,,,,,,,
tax_religion_mosques,mosques,,,,,,,,,,,
tax_religion_muslim,muslim,,,,,,,,,,,
tax_religion_muslims,muslims,,,,,,,,,,,
tax_religion_occult,occult,,,,,,,,,,,
tax_religion_orthodox,orthodox,,,,,,,,,,,
tax_religion_orthodoxy,orthodoxy,,,,,,,,,,,
tax_religion_pagan,pagan,,,,,,,,,,,
tax_religion_presbyterian,presbyterian,,,,,,,,,,,
tax_religion_protestant,protestant,,,,,,,,,,,
tax_religion_protestants,protestants,,,,,,,,,,,
tax_religion_shaker,shaker,,,,,,,,,,,
tax_religion_sharia,sharia,,,,,,,,,,,
tax_religion_shia,shia,,,,,,,,,,,
tax_religion_shiite,shiite,,,,,,,,,,,
tax_religion_shiites,shiite s,,,,,,,,,,,
tax_religion_sikh,sikh,,,,,,,,,,,
tax_religion_sufi,sufi,,,,,,,,,,,
tax_religion_sunni,sunni,,,,,,,,,,,
tax_religion_sunnis,sunni s,,,,,,,,,,,
tax_religion_synagogue,synagogue,,,,,,,,,,,
tax_religion_synagogues,synagogues,,,,,,,,,,,
tax_religion_uighur,uighur,,,,,,,,,,,
tax_religion_witchcraft,witchcraft,,,,,,,,,,,
tax_special_issues,special issues,,,,,,,,,,,
tax_special_issues_affordable_care_act,affordable care act,,,,,,,,,,,
tax_special_issues_obamacare,obama care,,,,,,,,,,,
tax_specialdeath,special death,,,,,,,,,,,
tax_terror_group,terror group,,,,,,,,,,,
tax_terror_group_abu_sayyaf,abu say ya f,,,,,,,,,,,
tax_terror_group_african_national_congress,african national congress,,,,,,,,,,,
tax_terror_group_al_qaeda,al qa eda,,,,,,,,,,,
tax_terror_group_alnusra_front,alnus ra front,,,,,,,,,,,
tax_terror_group_alqaeda,al qa eda,,,,,,,,,,,
tax_terror_group_alqaida,al qaid a,,,,,,,,,,,
tax_terror_group_bharatiya_janata_party,bharatiya janata,,,,,,,,,,,
tax_terror_group_black_panther,black panther,,,,,,,,,,,
tax_terror_group_boko_haram,boko haram,,,,,,,,,,,
tax_terror_group_daash,da ash,,,,,,,,,,,
tax_terror_group_democratic_front,democratic front,,,,,,,,,,,
tax_terror_group_farc,far c,,,,,,,,,,,
tax_terror_group_free_syrian_army,free syrian army,,,,,,,,,,,
tax_terror_group_hamas,hama s,,,,,,,,,,,
tax_terror_group_hezbollah,hezbollah,,,,,,,,,,,
tax_terror_group_hizballah,hi zb allah,,,,,,,,,,,
tax_terror_group_institutional_revolutionary_party,institutional revolutionary,,,,,,,,,,,
tax_terror_group_isil,isi l,,,,,,,,,,,
tax_terror_group_isis,isis,,,,,,,,,,,
tax_terror_group_islamic_state,islamic state,,,,,,,,,,,
tax_terror_group_islamic_state_of_iraq,islamic state iraq,,,,,,,,,,,
tax_terror_group_ku_klux_klan,ku klan,,,,,,,,,,,
tax_terror_group_liberation_army,liberation army,,,,,,,,,,,
tax_terror_group_mujahideen,mu jah idee n,,,,,,,,,,,
tax_terror_group_muslim_brotherhood,muslim brotherhood,,,,,,,,,,,
tax_terror_group_nusra_front,nu sra front,,,,,,,,,,,
tax_terror_group_palestine_liberation_organization,palestine liberation organization,,,,,,,,,,,
tax_terror_group_people_democratic_party,people democratic,,,,,,,,,,,
tax_terror_group_people_liberation_army,people liberation army,,,,,,,,,,,
tax_terror_group_peshmerga,pes hm erg a,,,,,,,,,,,
tax_terror_group_revolutionary_armed_forces,revolutionary armed forces,,,,,,,,,,,
tax_terror_group_revolutionary_armed_forces_of_colombia,revolutionary armed forces colombia,,,,,,,,,,,
tax_terror_group_sinn_fein,s inn fein,,,,,,,,,,,
tax_terror_group_suicide_squad,suicide squad,,,,,,,,,,,
tax_terror_group_taliban,tali ban,,,,,,,,,,,
tax_weapons,weapons,,,,,,,,,,,
tax_weapons_aircraft_carrier,aircraft carrier,,,,,,,,,,,
tax_weapons_aircraft_carriers,aircraft carriers,,,,,,,,,,,
tax_weapons_antitank,antitank,,,,,,,,,,,
tax_weapons_armored,armored,,,,,,,,,,,
tax_weapons_artillery,artillery,,,,,,,,,,,
tax_weapons_battleship,battleship,,,,,,,,,,,
tax_weapons_battleships,battleships,,,,,,,,,,,
tax_weapons_bomb,bomb,,,,,,,,,,,
tax_weapons_bombs,bombs,,,,,,,,,,,
tax_weapons_cruise_missile,cruise missile,,,,,,,,,,,
tax_weapons_cruise_missiles,cruise missiles,,,,,,,,,,,
tax_weapons_destroyer,destroyer,,,,,,,,,,,
tax_weapons_destroyers,destroyers,,,,,,,,,,,
tax_weapons_drone_strike,drone strike,,,,,,,,,,,
tax_weapons_explosives,explosives,,,,,,,,,,,
tax_weapons_firearm,firearm,,,,,,,,,,,
tax_weapons_firearms,firearms,,,,,,,,,,,
tax_weapons_flare,flare,,,,,,,,,,,
tax_weapons_grenade,grenade,,,,,,,,,,,
tax_weapons_gun,gun,,,,,,,,,,,
tax_weapons_guns,guns,,,,,,,,,,,
tax_weapons_improvised_explosive,improvised explosive,,,,,,,,,,,
tax_weapons_improvised_explosive_device,device,,,,,,,,,,,
tax_weapons_improvised_explosive_devices,devices,,,,,,,,,,,
tax_weapons_landmine,land mine,,,,,,,,,,,
tax_weapons_machete,machete,,,,,,,,,,,
tax_weapons_machetes,machetes,,,,,,,,,,,
tax_weapons_machine_gun,machine gun,,,,,,,,,,,
tax_weapons_machine_guns,machine guns,,,,,,,,,,,
tax_weapons_molotov_cocktails,molotov cocktails,,,,,,,,,,,
tax_weapons_mortar,mortar,,,,,,,,,,,
tax_weapons_mortars,mortars,,,,,,,,,,,
tax_weapons_pipe_bomb,pipe bomb,,,,,,,,,,,
tax_weapons_pistol,pistol,,,,,,,,,,,
tax_weapons_pistols,pistols,,,,,,,,,,,
tax_weapons_rubber_bullets,rubber bullets,,,,,,,,,,,
tax_weapons_shotgun,shotgun,,,,,,,,,,,
tax_weapons_shotguns,shotguns,,,,,,,,,,,
tax_weapons_submarine,submarine,,,,,,,,,,,
tax_weapons_submarines,submarines,,,,,,,,,,,
tax_weapons_suicide_bomb,suicide bomb,,,,,,,,,,,
tax_weapons_suicide_bomber,suicide bomber,,,,,,,,,,,
tax_weapons_suicide_bombers,suicide bombers,,,,,,,,,,,
tax_weapons_tear_gas,teargas,,,,,,,,,,,
tax_weapons_teargas,teargas,,,,,,,,,,,
tax_weapons_torpedo,torpedo,,,,,,,,,,,
tax_weapons_warhead,warhead,,,,,,,,,,,
tax_weapons_warship,warship,,,,,,,,,,,
tax_weapons_warships,warships,,,,,,,,,,,
tax_weapons_water_cannons,water cannons,,,,,,,,,,,
tax_worldarachnids,world arachnids,,,,,,,,,,,
tax_worldarachnids_arachnida,world arachnids arachnida,,,,,,,,,,,
tax_worldarachnids_mites,world arachnid smites,,,,,,,,,,,
tax_worldarachnids_scorpion,world arachnids scorpion,,,,,,,,,,,
tax_worldarachnids_scorpions,world arachnids scorpions,,,,,,,,,,,
tax_worldarachnids_spider,world arachnids spider,,,,,,,,,,,
tax_worldarachnids_spiders,world arachnids spiders,,,,,,,,,,,
tax_worldarachnids_tick,world arachnid stick,,,,,,,,,,,
tax_worldarachnids_ticks,world arachnid sticks,,,,,,,,,,,
tax_worldbirds,world birds,,,,,,,,,,,
tax_worldbirds_black_swan,swan,,,,,,,,,,,
tax_worldbirds_crow,world bird scrow,,,,,,,,,,,
tax_worldbirds_crows,world birds crows,,,,,,,,,,,
tax_worldbirds_cutthroat,world birds cutthroat,,,,,,,,,,,
tax_worldbirds_dodo,world birds dodo,,,,,,,,,,,
tax_worldbirds_duck,world birds duck,,,,,,,,,,,
tax_worldbirds_ducks,world birds ducks,,,,,,,,,,,
tax_worldbirds_geese,world birds geese,,,,,,,,,,,
tax_worldbirds_goose,world birds goose,,,,,,,,,,,
tax_worldbirds_house_sparrows,sparrows,,,,,,,,,,,
tax_worldbirds_mao,world birds mao,,,,,,,,,,,
tax_worldbirds_merlin,world birds merlin,,,,,,,,,,,
tax_worldbirds_ostrich,world birds ostrich,,,,,,,,,,,
tax_worldbirds_rook,world birds rook,,,,,,,,,,,
tax_worldbirds_seagull,world birds seagull,,,,,,,,,,,
tax_worldbirds_warbler,world birds warbler,,,,,,,,,,,
tax_worldcrustaceans,world crustaceans,,,,,,,,,,,
tax_worldcrustaceans_crab,world crustaceans crab,,,,,,,,,,,
tax_worldcrustaceans_crabs,world crustaceans crabs,,,,,,,,,,,
tax_worldcrustaceans_lobster,world crustaceans lobster,,,,,,,,,,,
tax_worldcrustaceans_prawns,world crustaceans prawns,,,,,,,,,,,
tax_worldcrustaceans_shellfish,world crustaceans shellfish,,,,,,,,,,,
tax_worldcrustaceans_shrimp,world crustaceans shrimp,,,,,,,,,,,
tax_worldfish,world fish,,,,,,,,,,,
tax_worldfish_anchovy,anchovy,,,,,,,,,,,
tax_worldfish_anglers,anglers,,,,,,,,,,,
tax_worldfish_banjo,banjo,,,,,,,,,,,
tax_worldfish_barb,barb,,,,,,,,,,,
tax_worldfish_barbs,barbs,,,,,,,,,,,
tax_worldfish_bass,bass,,,,,,,,,,,
tax_worldfish_blackfish,blackfish,,,,,,,,,,,
tax_worldfish_blue_eyes,blueeye s,,,,,,,,,,,
tax_worldfish_carp,carp,,,,,,,,,,,
tax_worldfish_catfish,catfish,,,,,,,,,,,
tax_worldfish_cobbler,cobbler,,,,,,,,,,,
tax_worldfish_cod,cod,,,,,,,,,,,
tax_worldfish_dab,dab,,,,,,,,,,,
tax_worldfish_dorado,dorado,,,,,,,,,,,
tax_worldfish_eel,eel,,,,,,,,,,,
tax_worldfish_emperor,emperor,,,,,,,,,,,
tax_worldfish_fish,fish,,,,,,,,,,,
tax_worldfish_fishes,fishes,,,,,,,,,,,
tax_worldfish_grouper,grouper,,,,,,,,,,,
tax_worldfish_hamlet,hamlet,,,,,,,,,,,
tax_worldfish_hamlets,hamlets,,,,,,,,,,,
tax_worldfish_herring,herring,,,,,,,,,,,
tax_worldfish_mackerel,mackerel,,,,,,,,,,,
tax_worldfish_perch,perch,,,,,,,,,,,
tax_worldfish_pike,pike,,,,,,,,,,,
tax_worldfish_poachers,poachers,,,,,,,,,,,
tax_worldfish_pow,pow,,,,,,,,,,,
tax_worldfish_roach,roach,,,,,,,,,,,
tax_worldfish_salmon,salmon,,,,,,,,,,,
tax_worldfish_sardines,sardines,,,,,,,,,,,
tax_worldfish_shark,shark,,,,,,,,,,,
tax_worldfish_sharks,sharks,,,,,,,,,,,
tax_worldfish_skate,skate,,,,,,,,,,,
tax_worldfish_sleeper,sleeper,,,,,,,,,,,
tax_worldfish_snapper,snapper,,,,,,,,,,,
tax_worldfish_sturgeon,sturgeon,,,,,,,,,,,
tax_worldfish_sucker,sucker,,,,,,,,,,,
tax_worldfish_suckers,suckers,,,,,,,,,,,
tax_worldfish_top,top,,,,,,,,,,,
tax_worldfish_topless,topless,,,,,,,,,,,
tax_worldfish_torpedo,torpedo,,,,,,,,,,,
tax_worldfish_trout,trout,,,,,,,,,,,
tax_worldfish_tuna,tuna,,,,,,,,,,,
tax_worldfish_yellowtail,yellowtail,,,,,,,,,,,
tax_worldinsects,world insects,,,,,,,,,,,
tax_worldinsects_ant,world insects ant,,,,,,,,,,,
tax_worldinsects_ants,world insects ants,,,,,,,,,,,
tax_worldinsects_bee,world insects bee,,,,,,,,,,,
tax_worldinsects_bees,world insects bees,,,,,,,,,,,
tax_worldinsects_bumblebee,world insects bumblebee,,,,,,,,,,,
tax_worldinsects_delia,world insects delia,,,,,,,,,,,
tax_worldinsects_locust,world insects locust,,,,,,,,,,,
tax_worldinsects_mites,world insect smites,,,,,,,,,,,
tax_worldinsects_moth,world insects moth,,,,,,,,,,,
tax_worldinsects_wasp,world insects wasp,,,,,,,,,,,
tax_worldinsects_wasps,world insects wasps,,,,,,,,,,,
tax_worldlanguages,world languages,,,,,,,,,,,
tax_worldlanguages_abadi,abad i,,,,,,,,,,,
tax_worldlanguages_accra,accra,,,,,,,,,,,
tax_worldlanguages_adele,adele,,,,,,,,,,,
tax_worldlanguages_afghan,afghan,,,,,,,,,,,
tax_worldlanguages_afghans,afghans,,,,,,,,,,,
tax_worldlanguages_alabama,alabama,,,,,,,,,,,
tax_worldlanguages_albanian,albanian,,,,,,,,,,,
tax_worldlanguages_albanians,albanians,,,,,,,,,,,
tax_worldlanguages_algerian,algerian,,,,,,,,,,,
tax_worldlanguages_altai,altai,,,,,,,,,,,
tax_worldlanguages_amal,amal,,,,,,,,,,,
tax_worldlanguages_ammar,amma r,,,,,,,,,,,
tax_worldlanguages_among,world languages,,,,,,,,,,,
tax_worldlanguages_andhra,andhra,,,,,,,,,,,
tax_worldlanguages_angie,angie,,,,,,,,,,,
tax_worldlanguages_arabic,arabic,,,,,,,,,,,
tax_worldlanguages_arbor,arbor,,,,,,,,,,,
tax_worldlanguages_ariana,ariana,,,,,,,,,,,
tax_worldlanguages_armenian,armenian,,,,,,,,,,,
tax_worldlanguages_armenians,armenians,,,,,,,,,,,
tax_worldlanguages_azerbaijan,azerbaijan,,,,,,,,,,,
tax_worldlanguages_azerbaijani,azerbaijani,,,,,,,,,,,
tax_worldlanguages_baden,baden,,,,,,,,,,,
tax_worldlanguages_bain,bain,,,,,,,,,,,
tax_worldlanguages_bal,bal,,,,,,,,,,,
tax_worldlanguages_banda,banda,,,,,,,,,,,
tax_worldlanguages_bangla,bang la,,,,,,,,,,,
tax_worldlanguages_banja,ban ja,,,,,,,,,,,
tax_worldlanguages_barbados,barbados,,,,,,,,,,,
tax_worldlanguages_bas,bas,,,,,,,,,,,
tax_worldlanguages_basque,basque,,,,,,,,,,,
tax_worldlanguages_bavarian,bavarian,,,,,,,,,,,
tax_worldlanguages_bengali,bengali,,,,,,,,,,,
tax_worldlanguages_benin,benin,,,,,,,,,,,
tax_worldlanguages_berri,berri,,,,,,,,,,,
tax_worldlanguages_bharat,bharat,,,,,,,,,,,
tax_worldlanguages_bohemian,bohemian,,,,,,,,,,,
tax_worldlanguages_bosnian,bosnian,,,,,,,,,,,
tax_worldlanguages_breton,breton,,,,,,,,,,,
tax_worldlanguages_brunei,brunei,,,,,,,,,,,
tax_worldlanguages_bulgarian,bulgarian,,,,,,,,,,,
tax_worldlanguages_burak,bura k,,,,,,,,,,,
tax_worldlanguages_burma,burma,,,,,,,,,,,
tax_worldlanguages_burmese,burmese,,,,,,,,,,,
tax_worldlanguages_cambodian,cambodian,,,,,,,,,,,
tax_worldlanguages_cantonese,cantonese,,,,,,,,,,,
tax_worldlanguages_carpathian,carpathian,,,,,,,,,,,
tax_worldlanguages_carpathians,carpathians,,,,,,,,,,,
tax_worldlanguages_castilian,castilian,,,,,,,,,,,
tax_worldlanguages_catalonian,catalonian,,,,,,,,,,,
tax_worldlanguages_chechen,chechen,,,,,,,,,,,
tax_worldlanguages_cher,cher,,,,,,,,,,,
tax_worldlanguages_cherokee,cherokee,,,,,,,,,,,
tax_worldlanguages_cheyenne,cheyenne,,,,,,,,,,,
tax_worldlanguages_chibok,chi bok,,,,,,,,,,,
tax_worldlanguages_chinese,chinese,,,,,,,,,,,
tax_worldlanguages_chuang,c huang,,,,,,,,,,,
tax_worldlanguages_coptic,coptic,,,,,,,,,,,
tax_worldlanguages_corina,corina,,,,,,,,,,,
tax_worldlanguages_cornish,cornish,,,,,,,,,,,
tax_worldlanguages_creole,creole,,,,,,,,,,,
tax_worldlanguages_croatian,croatian,,,,,,,,,,,
tax_worldlanguages_czech,czech,,,,,,,,,,,
tax_worldlanguages_czechs,czechs,,,,,,,,,,,
tax_worldlanguages_danish,danish,,,,,,,,,,,
tax_worldlanguages_doria,doria,,,,,,,,,,,
tax_worldlanguages_dutch,dutch,,,,,,,,,,,
tax_worldlanguages_english,english,,,,,,,,,,,
tax_worldlanguages_estonian,estonian,,,,,,,,,,,
tax_worldlanguages_ethiopian,ethiopian,,,,,,,,,,,
tax_worldlanguages_farsi,farsi,,,,,,,,,,,
tax_worldlanguages_filipino,filipino,,,,,,,,,,,
tax_worldlanguages_filipinos,filipinos,,,,,,,,,,,
tax_worldlanguages_finnish,finnish,,,,,,,,,,,
tax_worldlanguages_flemish,flemish,,,,,,,,,,,
tax_worldlanguages_french,french,,,,,,,,,,,
tax_worldlanguages_fulani,fulani,,,,,,,,,,,
tax_worldlanguages_galician,galician,,,,,,,,,,,
tax_worldlanguages_gallo,gallo,,,,,,,,,,,
tax_worldlanguages_ganga,ganga,,,,,,,,,,,
tax_worldlanguages_gascons,gascons,,,,,,,,,,,
tax_worldlanguages_georgian,georgian,,,,,,,,,,,
tax_worldlanguages_georgians,georgians,,,,,,,,,,,
tax_worldlanguages_german,german,,,,,,,,,,,
tax_worldlanguages_germans,germans,,,,,,,,,,,
tax_worldlanguages_goliath,goliath,,,,,,,,,,,
tax_worldlanguages_goran,goran,,,,,,,,,,,
tax_worldlanguages_greek,greek,,,,,,,,,,,
tax_worldlanguages_greeks,greeks,,,,,,,,,,,
tax_worldlanguages_gypsies,gypsies,,,,,,,,,,,
tax_worldlanguages_gypsy,gypsy,,,,,,,,,,,
tax_worldlanguages_hagen,hagen,,,,,,,,,,,
tax_worldlanguages_hawaiian,hawaiian,,,,,,,,,,,
tax_worldlanguages_hebrew,hebrew,,,,,,,,,,,
tax_worldlanguages_hijazi,hijaz i,,,,,,,,,,,
tax_worldlanguages_hindi,hindi,,,,,,,,,,,
tax_worldlanguages_hungarian,hungarian,,,,,,,,,,,
tax_worldlanguages_hungarians,hungarians,,,,,,,,,,,
tax_worldlanguages_huron,huron,,,,,,,,,,,
tax_worldlanguages_icelandic,icelandic,,,,,,,,,,,
tax_worldlanguages_indonesian,indonesian,,,,,,,,,,,
tax_worldlanguages_indonesians,indonesians,,,,,,,,,,,
tax_worldlanguages_irish,irish,,,,,,,,,,,
tax_worldlanguages_italian,italian,,,,,,,,,,,
tax_worldlanguages_italians,italians,,,,,,,,,,,
tax_worldlanguages_japanese,japanese,,,,,,,,,,,
tax_worldlanguages_kabila,kab ila,,,,,,,,,,,
tax_worldlanguages_kannada,kannada,,,,,,,,,,,
tax_worldlanguages_kansas,kansas,,,,,,,,,,,
tax_worldlanguages_karam,kara m,,,,,,,,,,,
tax_worldlanguages_kashmiri,kashmiri,,,,,,,,,,,
tax_worldlanguages_kazakh,kazakh,,,,,,,,,,,
tax_worldlanguages_khmer,khmer,,,,,,,,,,,
tax_worldlanguages_kohli,kohl i,,,,,,,,,,,
tax_worldlanguages_korean,korean,,,,,,,,,,,
tax_worldlanguages_koreans,koreans,,,,,,,,,,,
tax_worldlanguages_kwame,kwame,,,,,,,,,,,
tax_worldlanguages_lampung,lamp ung,,,,,,,,,,,
tax_worldlanguages_lange,lange,,,,,,,,,,,
tax_worldlanguages_latin,latin,,,,,,,,,,,
tax_worldlanguages_latvian,latvian,,,,,,,,,,,
tax_worldlanguages_leung,leung,,,,,,,,,,,
tax_worldlanguages_liang,liang,,,,,,,,,,,
tax_worldlanguages_lithuanian,lithuanian,,,,,,,,,,,
tax_worldlanguages_lombard,lombard,,,,,,,,,,,
tax_worldlanguages_luanda,luanda,,,,,,,,,,,
tax_worldlanguages_macedonian,macedonian,,,,,,,,,,,
tax_worldlanguages_maha,maha,,,,,,,,,,,
tax_worldlanguages_maharashtra,maharashtra,,,,,,,,,,,
tax_worldlanguages_makassar,makassar,,,,,,,,,,,
tax_worldlanguages_malay,malay,,,,,,,,,,,
tax_worldlanguages_malek,malek,,,,,,,,,,,
tax_worldlanguages_maltese,maltese,,,,,,,,,,,
tax_worldlanguages_managua,managua,,,,,,,,,,,
tax_worldlanguages_manaus,manaus,,,,,,,,,,,
tax_worldlanguages_mandarin,mandarin,,,,,,,,,,,
tax_worldlanguages_mandi,mandi,,,,,,,,,,,
tax_worldlanguages_manga,manga,,,,,,,,,,,
tax_worldlanguages_manus,manus,,,,,,,,,,,
tax_worldlanguages_maori,maori,,,,,,,,,,,
tax_worldlanguages_maricopa,maricopa,,,,,,,,,,,
tax_worldlanguages_marino,marino,,,,,,,,,,,
tax_worldlanguages_massa,massa,,,,,,,,,,,
tax_worldlanguages_massachusetts,massachusetts,,,,,,,,,,,
tax_worldlanguages_matias,matias,,,,,,,,,,,
tax_worldlanguages_meng,meng,,,,,,,,,,,
tax_worldlanguages_minya,minya,,,,,,,,,,,
tax_worldlanguages_mongolian,mongolian,,,,,,,,,,,
tax_worldlanguages_nagar,n agar,,,,,,,,,,,
tax_worldlanguages_navajo,navajo,,,,,,,,,,,
tax_worldlanguages_nepalese,nepalese,,,,,,,,,,,
tax_worldlanguages_nepali,nepali,,,,,,,,,,,
tax_worldlanguages_norwegian,norwegian,,,,,,,,,,,
tax_worldlanguages_norwegians,norwegians,,,,,,,,,,,
tax_worldlanguages_notre,notre,,,,,,,,,,,
tax_worldlanguages_okanagan,okanagan,,,,,,,,,,,
tax_worldlanguages_oneida,oneida,,,,,,,,,,,
tax_worldlanguages_oregon,oregon,,,,,,,,,,,
tax_worldlanguages_orrin,orrin,,,,,,,,,,,
tax_worldlanguages_oviedo,oviedo,,,,,,,,,,,
tax_worldlanguages_palau,palau,,,,,,,,,,,
