Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap,has_overlap,has_label
natural_disaster_flood_warning,flood warning,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_flood_waters,floodwaters,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_flooded,flooded,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_flooding,flooding,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_floods,floods,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_floodwaters,floodwaters,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_forest_fire,forest fire,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_forest_fires,forest fires,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_freezing_temperatures,freezing temperatures,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_frigid,frigid,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_frostbite,frostbite,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heat_wave,heat wave,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heat_waves,heat waves,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heatwave,heat wave,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heavy_rain,heavy rain,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heavy_rains,heavy rains,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heavy_snow,heavy snow,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heavy_snowfall,snowfall,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_heavy_winds,heavy winds,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_high_water,high water,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_high_wind,high wind,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_high_winds,high winds,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_hurricane,hurricane,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_hurricanes,hurricanes,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_hypothermia,hypothermia,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_ice,ice,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_icy,icy,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_intense_rainfall,intense rainfall,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_landslide,landslide,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_landslides,landslides,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_lava,lava,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_locust,locust,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_magma,magma,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_monsoon,monsoon,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_mudslide,mudslide,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_mudslides,mudslide s,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_natural_disaster,natural,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_natural_disasters,natural disasters,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_powerful_storm,powerful storm,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_richter_scale,richter scale,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_severe_weather,severe weather,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_smog,smog,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_snowstorm,snowstorm,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_storm_damage,storm damage,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_storm_surge,storm surge,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_storm_system,storm system,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_strong_winds,strong winds,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_sustained_winds,sustained winds,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_temblor,temblor,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_tornado,tornado,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_tornadoes,tornadoes,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_torrential_rain,torrential rain,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_torrential_rains,torrential rains,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_tremor,tremor,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_tremors,tremors,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_tropical_cyclone,tropical cyclone,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_tropical_storm,tropical storm,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_tsunami,tsunami,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_twister,twister,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_typhoon,typhoon,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_volcanic,volcanic,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_volcano,volcano,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_volcanoes,volcanoes,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_water_level,water level,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_wildfire,wildfire,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_wildfires,wildfires,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_winter_storm,winter storm,,,,,1,,,,1,,,TRUE,TRUE
natural_disaster_wintry,wintry,,,,,1,,,,1,,,TRUE,TRUE
negotiations,negotiations,1,,,,,,,1,,,,TRUE,TRUE
new_construction,construction,,,,,,,,,,,,FALSE,FALSE
organized_crime,crime,,,,,,,,,,,,FALSE,FALSE
peacekeeping,peacekeeping,,,,,,,,,,,,FALSE,FALSE
persecution,persecution,,,,,,,,,,,,FALSE,FALSE
pipeline_incident,incident,,,,,,,,,,,,FALSE,FALSE
piracy,piracy,,,,,,,,,,,,FALSE,FALSE
political_prisoner,prisoner,,,,,,,,,,,,FALSE,FALSE
political_turmoil,turmoil,,,,,,,,,,,,FALSE,FALSE
population_density,density,,,,,,,,,,,,FALSE,FALSE
poverty,poverty,,,,,,,,,,,,FALSE,FALSE
power_outage,outage,,,,,,,,,,,,FALSE,FALSE
privatization,privatization,,,,,,,,,,,,FALSE,FALSE
propaganda,propaganda,,,,,,,,,,,,FALSE,FALSE
property_rights,rights,,,,,,,,1,,,,FALSE,TRUE
protest,protest,,,,,,,,1,,,,FALSE,TRUE
public_transport,transport,,,,,,,,,,,,FALSE,FALSE
rail_incident,incident,,,,,,,,,,,,FALSE,FALSE
rape,rape,,,,,,,,,,,,FALSE,FALSE
ratify,ratify,1,,,,,,,,,,,FALSE,TRUE
rebellion,rebellion,,,,,,,,,,,,FALSE,FALSE
rebels,rebels,,,,,,,,,,,,FALSE,FALSE
recruitment,recruitment,,,,,,,,,,,,FALSE,FALSE
refugees,refugees,,,,,,,,,,,,FALSE,FALSE
rel_antisemitism,antisemitism,,,,,,,,,,,,FALSE,FALSE
rel_islamophobia,islam o phobia,,,,,,,,,,,,FALSE,FALSE
relations,relations,,,,,,,,,,,,FALSE,FALSE
release_hostage,hostage,,,,,,,,,,,,FALSE,FALSE
religion,religion,,,,,,,,,,,,FALSE,FALSE
resignation,resignation,,,,,,,,,,,,FALSE,FALSE
retaliate,retaliate,,,,,,,,,,,,FALSE,FALSE
retirement,retirement,,,,,,,,,,,,FALSE,FALSE
retirements,retirements,,,,,,,,,,,,FALSE,FALSE
road_incident,incident,,,,,,,,,,,,FALSE,FALSE
rural,rural,,,,,,,,,,,,FALSE,FALSE
sanctions,sanctions,,,,,,,,,,,,FALSE,FALSE
sanitation,sanitation,,,,,,,,,,,,FALSE,FALSE
scandal,scandal,,,,,,,,,,,,FALSE,FALSE
science,science,,,,,,,,,,,,FALSE,FALSE
security_services,services,,,,,,,,,,,,FALSE,FALSE
seige,seige,,,,,,,,,,,,FALSE,FALSE
seize,seize,,,,,,,,,,,,FALSE,FALSE
self_identified_atrocity,identified atrocity,,,,,,,,,,,,FALSE,FALSE
self_identified_environ_disaster,identified environ,,,,,,,,,,,,FALSE,FALSE
self_identified_human_rights,rights,,,,,,,,,,,,FALSE,FALSE
self_identified_humanitarian_crisis,crisis,,,,,,,,,,,,FALSE,FALSE
separatists,separatists,,,,,,,,,,,,FALSE,FALSE
shortage,shortage,,,,,,,,,,,,FALSE,FALSE
sickened,sickened,,,,,,,,,,,,FALSE,FALSE
slfid_capacity_building,capacity building,,,,,,,,,,,,FALSE,FALSE
slfid_civil_liberties,civil liberties,,,,,,,,,,,,FALSE,FALSE
slfid_dictatorship,dictatorship,,,,,,,,,,,,FALSE,FALSE
slfid_economic_development,economic development,,,,,,,,,,,,FALSE,FALSE
slfid_economic_developmentaid,economic development aid,,,,,,,,,,,,FALSE,FALSE
slfid_economic_power,economic power,,,,,,,,,,,,FALSE,FALSE
slfid_military_buildup,military buildup,,,,,,,,,,,,FALSE,FALSE
slfid_military_readiness,military readiness,,,,,,,,,,,,FALSE,FALSE
slfid_military_spending,military spending,,,,,,,,,,,,FALSE,FALSE
slfid_mineral_resources,mineral resources,1,,,,,,,,,,,FALSE,TRUE
slfid_natural_resources,natural resources,1,,,,,,,,,,,FALSE,TRUE
slfid_rule_of_law,rule law,,,,,,1,,,,,,FALSE,TRUE
slums,slums,,,,,,,,,,,,FALSE,FALSE
smuggling,smuggling,,,,,,,,,,,,FALSE,FALSE
soc_agingpopulation,aging population,,,,,,,,,,,,FALSE,FALSE
soc_aidassistance,aid assistance,,,,,,,,,,,,FALSE,FALSE
soc_chronicdisease,chronic disease,,,,,,,,,,,,FALSE,FALSE
soc_degradingtreatment,degrading treatment,,,,,,,,,,,,FALSE,FALSE
soc_diplomrecog,diplo mre cog,,,,,,,,,,,,FALSE,FALSE
soc_earlymarriage,early marriage,,,,,,,,,,,,FALSE,FALSE
soc_econcoop,econ coop,,,,,,,,,,,,FALSE,FALSE
soc_effigy,effigy,,,,,,,,,,,,FALSE,FALSE
soc_emergingtech,emerging tech,,,,,,,,,,,,FALSE,FALSE
soc_expressregret,express regret,,,,,,,,,,,,FALSE,FALSE
soc_expresssupport,express support,,,,,,,,,,,,FALSE,FALSE
soc_fascism,fascism,,,,,,,,,,,,FALSE,FALSE
soc_generalcrime,general crime,,,,,,1,,,,,,FALSE,TRUE
soc_innovation,innovation,,,,,,,,,,,,FALSE,FALSE
soc_intelsharing,intel sharing,,,,,,,,,,,,FALSE,FALSE
soc_marginalize,marginalize,,,,,,,,,,,,FALSE,FALSE
soc_pardon,pardon,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest,points of interest,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_air_force_base,force base,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_airport,points of interest airport,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_airports,points of interest airports,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_army_base,base,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_college,points of interest college,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_colleges,points of interest colleges,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_fire_station,station,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_government_building,building,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_government_buildings,buildings,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_headquarters,points of interest headquarters,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_health_center,center,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_health_centers,centers,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_high_school,school,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_high_schools,schools,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_highschool,points of interest highschool,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_hospital,points of interest hospital,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_hospitals,points of interest hospitals,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_jail,points of interest jail,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_jails,points of interest jails,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_medical_center,center,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_medical_centers,centers,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_middle_school,school,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_middle_schools,schools,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_military_base,base,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_military_bases,bases,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_police_station,station,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_police_stations,stations,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_preschool,points of interest preschool,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_preschools,points of interest preschool s,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_prison,points of interest prison,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_prisons,points of interest prisons,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_refugee_camp,camp,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_refugee_camps,camps,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_school,points of interest school,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_schools,points of interest schools,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_universities,points of interest universities,,,,,,,,,,,,FALSE,FALSE
soc_pointsofinterest_university,points of interest university,,,,,,,,,,,,FALSE,FALSE
soc_polarized,polarized,,,,,,,,,,,,FALSE,FALSE
soc_policemilitarization,police militarization,,,,,,,,,,,,FALSE,FALSE
soc_quarantine,quarantine,,,,,,,,,,,,FALSE,FALSE
soc_ransom,ransom,,,,,,,,,,,,FALSE,FALSE
soc_refugeecamp,refugee camp,,,,,,,,,,,,FALSE,FALSE
soc_selfimmolation,self immolation,,,,,,,,,,,,FALSE,FALSE
soc_slavery,slavery,,,,,,,,,,,,FALSE,FALSE
soc_suicide,suicide,,,,,,,,,,,,FALSE,FALSE
soc_suspiciousactivity,suspicious activity,,,,,,,,,,,,FALSE,FALSE
soc_suspiciouspeople,suspicious people,,,,,,,,,,,,FALSE,FALSE
soc_technologysector,technology sector,,,,,,,,,,,,FALSE,FALSE
soc_trafficaccident,traffic accident,,,,,,,,,,,,FALSE,FALSE
soc_ussecurityagencies,us security agencies,,,,,,,,,,,,FALSE,FALSE
sovereignty,sovereignty,,,,,,,,,,,,FALSE,FALSE
state_of_emergency,emergency,,,,,,,,,,,,FALSE,FALSE
strike,strike,,,,,,,,1,,,,FALSE,TRUE
suicide_attack,attack,,,,,,,,,,,,FALSE,FALSE
surveillance,surveillance,,,,,,,,,,,,FALSE,FALSE
take_office,office,,,,,,,,,,,,FALSE,FALSE
tax_agriculharminsects,agric ul harmin sects,,,,,,,,,,,,FALSE,FALSE
tax_agriculharminsects_delia,agric ul harmin sects delia,,,,,,,,,,,,FALSE,FALSE
tax_agriculharminsects_locust,agric ul harmin sects locust,,,,,,,,,,,,FALSE,FALSE
tax_agriculharminsects_mites,agric ul harmin sect smites,,,,,,,,,,,,FALSE,FALSE
tax_agriculharminsects_moth,agric ul harmin sects moth,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups,aid groups,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_american_red_cross,red cross,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_amnesty_international,international,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_asian_development_bank,development bank,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_association_of_southeast_asian_nations,southeast asian nations,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_doctors_without_borders,borders,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_federal_emergency_management_agency,emergency management agency,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_greenpeace,aid groups green peace,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_habitat_for_humanity,humanity,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_high_commissioner_for_refugees,commissioner refugees,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_human_rights_watch,right swatch,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_international_organization_for_migration,organization migration,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_oxfam,aid groups ox fam,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_red_crescent,crescent,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_red_cross,cross,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_salvation_army,army,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_save_the_children,children,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_transparency_international,international,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_unicef,aid groups unicef,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_world_food_programme,food programme,,,,,,,,,,,,FALSE,FALSE
tax_aidgroups_world_health_organization,health organization,,,,,,,,,,,,FALSE,FALSE
tax_cartels,cartels,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease,chronic disease,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_alzheimer,chronic disease alzheimer,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_alzheimers,chronic disease alzheimer s,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_arthritis,chronic disease arthritis,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_asthma,chronic disease asthma,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_chronic_disease,chronic disease chronic,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_diabetes,chronic disease diabetes,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_heart_disease,chronic disease heart,,,,,,,,,,,,FALSE,FALSE
tax_chronicdisease_poor_health,health,,,,,,,,,,,,FALSE,FALSE
tax_disease,disease,,,,,1,,,,,,,FALSE,TRUE
tax_disease_abdomen,abdomen,,,,,,,,,,,,FALSE,FALSE
tax_disease_abdominal_pain,abdominal pain,,,,,,,,,,,,FALSE,FALSE
tax_disease_abnormalities,abnormalities,,,,,,,,,,,,FALSE,FALSE
tax_disease_adhd,ad hd,,,,,,,,,,,,FALSE,FALSE
tax_disease_alcoholism,alcoholism,,,,,,,,,,,,FALSE,FALSE
tax_disease_allergic,allergic,,,,,,,,,,,,FALSE,FALSE
tax_disease_allergy,allergy,,,,,,,,,,,,FALSE,FALSE
tax_disease_alzheimer,alzheimer,,,,,,,,,,,,FALSE,FALSE
tax_disease_alzheimer_disease,alzheimer,,,,,,,,,,,,FALSE,FALSE
tax_disease_alzheimers,alzheimer s,,,,,,,,,,,,FALSE,FALSE
tax_disease_amnesia,amnesia,,,,,,,,,,,,FALSE,FALSE
tax_disease_amputation,amputation,,,,,,,,,,,,FALSE,FALSE
tax_disease_anemia,anemia,,,,,,,,,,,,FALSE,FALSE
tax_disease_aneurysm,aneurysm,,,,,,,,,,,,FALSE,FALSE
tax_disease_anomaly,anomaly,,,,,,,,,,,,FALSE,FALSE
tax_disease_anthrax,anthrax,,,,,,,,,,,,FALSE,FALSE
tax_disease_anticipation,anticipation,,,,,,,,,,,,FALSE,FALSE
tax_disease_arthritis,arthritis,,,,,,,,,,,,FALSE,FALSE
tax_disease_asthma,asthma,,,,,,,,,,,,FALSE,FALSE
tax_disease_atherosclerosis,atherosclerosis,,,,,,,,,,,,FALSE,FALSE
tax_disease_atrophy,atrophy,,,,,,,,,,,,FALSE,FALSE
tax_disease_autism,autism,,,,,,,,,,,,FALSE,FALSE
tax_disease_back_pain,back pain,,,,,,,,,,,,FALSE,FALSE
tax_disease_bacteria,bacteria,,,,,1,,,,,,,FALSE,TRUE
tax_disease_bacterial,bacterial,,,,,1,,,,,,,FALSE,TRUE
tax_disease_bipolar_disorder,bipolar disorder,,,,,,,,,,,,FALSE,FALSE
tax_disease_bird_flu,bird flu,,,,,1,,,,,,,FALSE,TRUE
tax_disease_birth_defects,birth defects,,,,,,,,,,,,FALSE,FALSE
tax_disease_blindness,blindness,,,,,,,,,,,,FALSE,FALSE
tax_disease_body_weight,bodyweight,,,,,,,,,,,,FALSE,FALSE
tax_disease_brain_damage,brain damage,,,,,,,,,,,,FALSE,FALSE
tax_disease_brain_injury,brain injury,,,,,,,,,,,,FALSE,FALSE
tax_disease_breast_cancer,breast cancer,,,,,,,,,,,,FALSE,FALSE
tax_disease_bronchitis,bronchitis,,,,,,,,,,,,FALSE,FALSE
tax_disease_bse,bse,,,,,,,,,,,,FALSE,FALSE
tax_disease_cancer,cancer,,,,,,,,,,,,FALSE,FALSE
tax_disease_cardiovascular_diseases,cardiovascular diseases,,,,,,,,,,,,FALSE,FALSE
tax_disease_carotid_artery,carotid artery,,,,,,,,,,,,FALSE,FALSE
tax_disease_cataract,cataract,,,,,,,,,,,,FALSE,FALSE
tax_disease_cerebral_palsy,cerebral palsy,,,,,,,,,,,,FALSE,FALSE
tax_disease_chest_pain,chest pain,,,,,,,,,,,,FALSE,FALSE
tax_disease_chikungunya,chi kung un ya,,,,,,,,,,,,FALSE,FALSE
tax_disease_chills,chills,,,,,,,,,,,,FALSE,FALSE
tax_disease_cholera,cholera,,,,,,,,,,,,FALSE,FALSE
tax_disease_chorea,chorea,,,,,,,,,,,,FALSE,FALSE
tax_disease_chronic_disease,chronic,,,,,,,,,,,,FALSE,FALSE
tax_disease_chronic_pain,chronic pain,,,,,,,,,,,,FALSE,FALSE
tax_disease_cirrhosis,cirrhosis,,,,,,,,,,,,FALSE,FALSE
tax_disease_colic,colic,,,,,,,,,,,,FALSE,FALSE
tax_disease_coma,coma,,,,,,,,,,,,FALSE,FALSE
tax_disease_common_cold,common cold,,,,,,,,,,,,FALSE,FALSE
tax_disease_communicable,communicable,,,,,,,,,,,,FALSE,FALSE
tax_disease_congenital,congenital,,,,,,,,,,,,FALSE,FALSE
tax_disease_constipation,constipation,,,,,,,,,,,,FALSE,FALSE
tax_disease_contagious,contagious,,,,,,,,,,,,FALSE,FALSE
tax_disease_conventional,conventional,,,,,,,,,,,,FALSE,FALSE
tax_disease_convulsions,convulsions,,,,,,,,,,,,FALSE,FALSE
tax_disease_coronary_heart_disease,coronary heart,,,,,,,,,,,,FALSE,FALSE
tax_disease_cough,cough,,,,,1,,,,,,,FALSE,TRUE
tax_disease_deficiency,deficiency,,,,,,,,,,,,FALSE,FALSE
tax_disease_dehydration,dehydration,,,,,,,,,,,,FALSE,FALSE
tax_disease_delirium,delirium,,,,,,,,,,,,FALSE,FALSE
tax_disease_dementia,dementia,,,,,,,,,,,,FALSE,FALSE
tax_disease_dengue,dengue,,,,,,,,,,,,FALSE,FALSE
tax_disease_dengue_fever,dengue fever,,,,,,,,,,,,FALSE,FALSE
tax_disease_depression,depression,,,,,,,,,,,,FALSE,FALSE
tax_disease_diabetes,diabetes,,,,,,,,,,,,FALSE,FALSE
tax_disease_diarrhea,diarrhea,,,,,,,,,,,,FALSE,FALSE
tax_disease_diarrhoea,diarrhoea,,,,,,,,,,,,FALSE,FALSE
tax_disease_disease,disease disease,,,,,1,,,,,,,FALSE,TRUE
tax_disease_diseases,diseases,,,,,1,,,,,,,FALSE,TRUE
tax_disease_disruptive,disruptive,,,,,,,,,,,,FALSE,FALSE
tax_disease_dizziness,dizziness,,,,,,,,,,,,FALSE,FALSE
tax_disease_down_syndrome,syndrome,,,,,,,,,,,,FALSE,FALSE
tax_disease_drug_overdose,drug overdose,,,,,,,,,,,,FALSE,FALSE
tax_disease_dumping,dumping,,,,,,,,,,,,FALSE,FALSE
tax_disease_dyspnea,dyspnea,,,,,,,,,,,,FALSE,FALSE
tax_disease_ebola,e bola,,,,,1,,,,,,,FALSE,TRUE
tax_disease_edema,edema,,,,,,,,,,,,FALSE,FALSE
tax_disease_embolism,embolism,,,,,,,,,,,,FALSE,FALSE
tax_disease_emergencies,emergencies,,,,,,,,,,,,FALSE,FALSE
tax_disease_encephalitis,encephalitis,,,,,,,,,,,,FALSE,FALSE
tax_disease_epidemic,epidemic,,,,,1,,,,,,,FALSE,TRUE
tax_disease_epilepsy,epilepsy,,,,,,,,,,,,FALSE,FALSE
tax_disease_fatigue,fatigue,,,,,,,,,,,,FALSE,FALSE
tax_disease_fever,fever,,,,,1,,,,,,,FALSE,TRUE
tax_disease_fibrosis,fibrosis,,,,,,,,,,,,FALSE,FALSE
tax_disease_fingerprints,fingerprints,,,,,,,,,,,,FALSE,FALSE
tax_disease_flu,flu,,,,,1,,,,,,,FALSE,TRUE
tax_disease_flushing,flushing,,,,,,,,,,,,FALSE,FALSE
tax_disease_food_poisoning,food poisoning,,,,,,,,,,,,FALSE,FALSE
tax_disease_fractures,fractures,,,,,,,,,,,,FALSE,FALSE
tax_disease_gambling,gambling,,,,,,,,,,,,FALSE,FALSE
tax_disease_gastrointestinal,gastrointestinal,,,,,,,,,,,,FALSE,FALSE
tax_disease_group_b,group,,,,,,,,,,,,FALSE,FALSE
tax_disease_hallucinations,hallucinations,,,,,,,,,,,,FALSE,FALSE
tax_disease_head_injuries,head injuries,,,,,,,,,,,,FALSE,FALSE
tax_disease_headache,headache,,,,,,,,,,,,FALSE,FALSE
tax_disease_hearing_loss,hearing loss,,,,,,,,,,,,FALSE,FALSE
tax_disease_heart_attack,heart attack,,,,,,,,,,,,FALSE,FALSE
tax_disease_heart_disease,heart,,,,,,,,,,,,FALSE,FALSE
tax_disease_heart_failure,heart failure,,,,,,,,,,,,FALSE,FALSE
tax_disease_hemorrhage,hemorrhage,,,,,,,,,,,,FALSE,FALSE
tax_disease_hemorrhagic,hemorrhagic,,,,,,,,,,,,FALSE,FALSE
tax_disease_hepatitis,hepatitis,,,,,,,,,,,,FALSE,FALSE
tax_disease_hepatitis_c,hepatitis,,,,,,,,,,,,FALSE,FALSE
tax_disease_herpes,herpes,,,,,,,,,,,,FALSE,FALSE
tax_disease_high_blood_pressure,pressure,,,,,,,,,,,,FALSE,FALSE
tax_disease_hiv,hiv,,,,,,,,,,,,FALSE,FALSE
tax_disease_hiv_aids,hiv aids,,,,,,,,,,,,FALSE,FALSE
tax_disease_hyperplasia,hyperplasia,,,,,,,,,,,,FALSE,FALSE
tax_disease_hypertension,hypertension,,,,,,,,,,,,FALSE,FALSE
tax_disease_hypothermia,hypothermia,,,,,,,,,,,,FALSE,FALSE
tax_disease_hysteria,hysteria,,,,,,,,,,,,FALSE,FALSE
tax_disease_illusions,illusions,,,,,,,,,,,,FALSE,FALSE
tax_disease_impotence,impotence,,,,,,,,,,,,FALSE,FALSE
tax_disease_infarction,infarction,,,,,,,,,,,,FALSE,FALSE
tax_disease_infection,infection,,,,,,,,,,,,FALSE,FALSE
tax_disease_infectious,infectious,,,,,,,,,,,,FALSE,FALSE
tax_disease_infectious_disease,infectious,,,,,,,,,,,,FALSE,FALSE
tax_disease_infertility,infertility,,,,,,,,,,,,FALSE,FALSE
tax_disease_inflammation,inflammation,,,,,,,,,,,,FALSE,FALSE
tax_disease_influenza,influenza,,,,,1,,,,,,,FALSE,TRUE
tax_disease_insomnia,insomnia,,,,,,,,,,,,FALSE,FALSE
tax_disease_intrinsic,intrinsic,,,,,,,,,,,,FALSE,FALSE
tax_disease_ischemia,ischemia,,,,,,,,,,,,FALSE,FALSE
tax_disease_kidney_disease,kidney,,,,,,,,,,,,FALSE,FALSE
