symbol,filing_time,text,topic_ids,label
aumn,2015-02,"Obtaining or renewing licenses and permits, and acquiring property rights, can be complex and time-consuming processes.","[1, 2]",0
lode,2012-03,Outstanding convertible securities and warrants may result in substantial dilution.,[3],0
aumn,2012-03,Our current projection that revenues generated by production at our Velardena Operations will exceed our company-wide expenses by the end of 2012 is subject to a number of assumptions.,"[7, 10]",0
arlp,2014-02,Our payments of principal and interest on any indebtedness will reduce the cash available for distribution on our units.,"[0, 6]",0
hcc,2019-02,"Our board of directors has the authority, without action or vote of our stockholders, to issue all or any part of our authorized but unissued shares of common stock, including shares issuable upon the exercise of options, shares that may be issued to satisfy our obligations under our incentive plans, shares of our authorized but unissued preferred stock and securities and instruments that are convertible into our common stock.","[3, 6]",0
usau,2011-07,"In such case, revenues and earnings could decline for the period and inventory and backlog could increase.","[4, 10]",0
arch,2021-02,"Extensive environmental regulations impose significant costs on our mining operations, and future regulations could materially increase those costs or limit our ability to produce and sell coal.","[2, 12]",0
hymc,2019-03,"To liquidate your investment, therefore, you may be forced to sell your public shares or warrants, potentially at a loss.",[3],0
usau,2021-07,"If NASDAQ delists our common stock from trading on its exchange for failure to meet the listing standards, we and our stockholders could face significant material adverse consequences including: Delisting could also have other negative results, including the potential loss of confidence by employees, the loss of institutional investor interest and fewer business development opportunities..","[3, 6]",0
fcx,2010-02,"Moreover, if a suspension continues for more than one year for reasons other than force majeure and the Indonesian government has not approved such continuation, then the government would be entitled to declare a default under the Contract of Work.",[13],0
fcx,2017-02,Dividends from subsidiaries that are not wholly owned are shared with other equity owners.,[3],0
rgld,2019-08,"Expansion of known deposits of mineralized material and exploration for new mineralized material are highly speculative activities typically requiring extensive programs of drilling and study, at substantial expense, over many years.","[1, 7]",0
scco,2020-02,"In addition, the workers of the San Martin mine were on strike from July 2007 to August 2018.",[13],0
mux,2016-03,"In pursuit of that objective, we will seek to identify additional mineralization that can be extracted economically at operating and exploration properties.","[1, 7]",0
cmp,2019-03,"Any prolonged change in weather patterns in our markets, as a result of climate change or otherwise, could have a material impact on the results of our operations.","[9, 12, 14]",0
ceix,2022-02,"If our competitors currencies decline against the U.S. dollar or against our foreign customers local currencies, those competitors may be able to offer lower prices for coal to our customers.","[4, 5]",0
